date, pm25
2015/2/7, 183
2015/2/8, 215
2015/2/9, 193
2015/2/10, 226
2015/2/11, 197
2015/2/12, 216
2015/2/13, 190
2015/2/14, 188
2015/2/15, 168
2015/2/16, 148
2015/2/17, 155
2015/2/18, 143
2015/2/19, 120
2015/2/20, 118
2015/2/21, 156
2015/2/22, 153
2015/2/23, 154
2015/2/24, 140
2015/2/25, 155
2015/2/26, 150
2015/2/27, 127
2015/2/28, 131
2015/3/1, 90
2015/3/3, 158
2015/3/4, 169
2015/3/5, 155
2015/3/6, 161
2015/3/7, 165
2015/3/8, 168
2015/3/9, 173
2015/3/10, 188
2015/3/11, 182
2015/3/12, 173
2015/3/13, 178
2015/3/14, 168
2015/3/15, 158
2015/3/16, 152
2015/3/17, 164
2015/3/18, 155
2015/3/19, 159
2015/3/20, 161
2015/3/21, 171
2015/3/22, 175
2015/3/23, 178
2015/3/24, 155
2015/3/25, 144
2015/3/26, 141
2015/3/27, 125
2015/3/28, 135
2015/3/29, 111
2015/3/30, 93
2015/3/31, 112
2014/12/10, 307
2014/12/11, 295
2014/12/12, 227
2014/12/13, 215
2014/12/14, 220
2014/12/15, 232
2014/12/16, 279
2014/12/17, 182
2014/12/18, 180
2014/12/19, 198
2014/12/20, 195
2014/12/21, 245
2014/12/22, 230
2014/12/23, 256
2014/12/24, 342
2014/12/25, 263
2014/12/27, 250
2014/12/28, 262
